area_id,area_name,b19313a001,b19313a001_moe
BK09,Brooklyn Heights-Cobble Hill,1713527900,143417605
BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1409032600,66192361
BK19,Brighton Beach,627684400,46341682
BK21,Seagate-Coney Island,248082400,28844543
BK23,West Brighton,436825600,42266287
BK25,Homecrest,895330600,53403249
BK26,Gravesend,416500000,35392530
BK27,Bath Beach,518221900,58464210
BK28,Bensonhurst West,1155913100,50895311
BK29,Bensonhurst East,816592000,45958541
BK30,Dyker Heights,828339400,47304873
BK31,Bay Ridge,2309619400,90530188
BK32,Sunset Park West,539963700,39365370
BK33,Carroll Gardens-Columbia Street-Red Hook,1616909300,109406152
BK34,Sunset Park East,433078700,33966471
BK35,Stuyvesant Heights,157449700,25923185
BK37,Park Slope-Gowanus,3463292300,156706039
BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1230139900,105638981
BK40,Windsor Terrace,758625100,59211452
BK41,Kensington-Ocean Parkway,440281200,36002995
BK42,Flatbush,770552100,52512832
BK43,Midwood,1142156100,64063503
BK44,Madison,879768200,46603121
BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,1266601600,68281391
BK46,Ocean Parkway South,448189600,36614460
BK50,Canarsie,158812400,22086899
BK58,Flatlands,395413300,32034073
BK60,Prospect Lefferts Gardens-Wingate,198938900,30091346
BK61,Crown Heights North,378469900,41184317
BK63,Crown Heights South,188777100,25696526
BK64,Prospect Heights,663408300,56155566
BK68,Fort Greene,486054500,58218932
BK69,Clinton Hill,581964400,54654813
BK72,Williamsburg,261621600,26930407
BK73,North Side-South Side,1217132500,84428865
BK75,Bedford,343855200,38702667
BK76,Greenpoint,1069787200,81971141
BK77,Bushwick North,407464100,40104519
BK78,Bushwick South,523057300,43068409
BK79,Ocean Hill,25693200,10947446
BK81,Brownsville,26742200,6057825
BK82,East New York,204165400,26267170
BK83,Cypress Hills-City Line,370499800,36456978
BK85,East New York (Pennsylvania Ave),38362900,9168566
BK88,Borough Park,1322867800,63885087
BK90,East Williamsburg,726751700,43210078
BK91,East Flatbush-Farragut,29399100,9294334
BK93,Starrett City,67408100,14893670
BK95,Erasmus,17879000,10565344
BK96,Rugby-Remsen Village,22889200,9181663
BK99,park-cemetery-etc-Brooklyn,6740800,4400916
BX01,Claremont-Bathgate,26211000,6660036
BX03,Eastchester-Edenwald-Baychester,52048800,13772643
BX05,Bedford Park-Fordham North,153058400,30721181
BX06,Belmont,68886900,10066623
BX07,Bronxdale,170431500,26221831
BX08,West Farms-Bronx River,96584400,20000801
BX09,Soundview-Castle Hill-Clason Point-Harding Park,198320900,41966209
BX10,Pelham Bay-Country Club-City Island,643685000,54942353
BX13,Co-op City,235893400,66816193
BX14,East Concourse-Concourse Village,116811100,23105464
BX17,East Tremont,94475800,26249928
BX22,North Riverdale-Fieldston-Riverdale,1052797000,96152759
BX26,Highbridge,60646000,13344762
BX27,Hunts Point,87535500,11751493
BX28,Van Cortlandt Village,272542700,30566561
BX29,Spuyten Duyvil-Kingsbridge,811509400,61679595
BX30,Kingsbridge Heights,62179400,13838904
BX31,Allerton-Pelham Gardens,336817300,31885890
BX33,Longwood,62335000,13371421
BX34,Melrose South-Mott Haven North,97402500,17838624
BX35,Morrisania-Melrose,45111600,9120540
BX36,University Heights-Morris Heights,81303200,15113205
BX37,Van Nest-Morris Park-Westchester Square,267320500,24524445
BX39,Mott Haven-Port Morris,215983900,29637668
BX40,Fordham South,49645000,20461273
BX41,Mount Hope,104798400,23586379
BX43,Norwood,212546700,32216523
BX44,Williamsbridge-Olinville,83426900,16458549
BX46,Parkchester,91589500,16884941
BX49,Pelham Parkway,349597900,30615304
BX52,Schuylerville-Throgs Neck-Edgewater Park,914047500,60315412
BX55,Soundview-Bruckner,104168400,19357882
BX59,Westchester-Unionport,98431700,16640066
BX62,Woodlawn-Wakefield,293460100,24128215
BX63,West Concourse,82184500,15196871
BX75,Crotona Park East,35846100,11059800
BX98,Rikers Island,7003500,1881698
BX99,park-cemetery-etc-Bronx,7211000,3093652
MN01,Marble Hill-Inwood,564390900,49735967
MN03,Central Harlem North-Polo Grounds,391776000,57748310
MN04,Hamilton Heights,380328600,56895266
MN06,Manhattanville,94283100,20326794
MN09,Morningside Heights,1405236200,104639018
MN11,Central Harlem South,558219900,97850990
MN12,Upper West Side,9798896600,466976319
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,5854268200,387310539
MN14,Lincoln Square,5310826200,315215588
MN15,Clinton,2020260300,148263495
MN17,Midtown-Midtown South,2376957900,211507603
MN19,Turtle Bay-East Midtown,4733789200,330988412
MN20,Murray Hill-Kips Bay,3153054800,229711763
MN21,Gramercy,1818201800,148583584
MN22,East Village,1846844800,138181402
MN23,West Village,6008829000,338612079
MN24,SoHo-TriBeCa-Civic Center-Little Italy,3286700100,277912852
MN25,Battery Park City-Lower Manhattan,2793385600,233744755
MN27,Chinatown,510060400,60734506
MN28,Lower East Side,1266618200,106902137
MN31,Lenox Hill-Roosevelt Island,6284882900,410129099
MN32,Yorkville,5655577000,312896430
MN33,East Harlem South,932456400,90923987
MN34,East Harlem North,290314400,44821771
MN35,Washington Heights North,1093938000,76295285
MN36,Washington Heights South,614892200,58813522
MN40,Upper East Side-Carnegie Hill,8216247900,452622359
MN50,Stuyvesant Town-Cooper Village,1124019900,121000844
MN99,park-cemetery-etc-Manhattan,2311900,1613370
QN01,South Jamaica,21149300,8313747
QN02,Springfield Gardens North,7600000,3818486
QN03,Springfield Gardens South-Brookville,21005000,8931590
QN05,Rosedale,62474500,14932360
QN06,Jamaica Estates-Holliswood,389286400,77351373
QN07,Hollis,30746100,9851178
QN08,St. Albans,25285200,8324902
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,971754200,57011588
QN12,Hammels-Arverne-Edgemere,189147300,25867139
QN15,Far Rockaway-Bayswater,385365600,38625540
QN17,Forest Hills,2509122700,138176731
QN18,Rego Park,568382500,54194659
QN19,Glendale,769596100,42459283
QN20,Ridgewood,1221860000,56264815
QN21,Middle Village,1112467000,49818867
QN22,Flushing,315126000,33730152
QN23,College Point,343049500,38014782
QN25,Corona,426288900,40513935
QN26,North Corona,332142800,38507015
QN27,East Elmhurst,88111300,18649708
QN28,Jackson Heights,1340535200,79059822
QN29,Elmhurst,730896000,65404708
QN30,Maspeth,610934700,33020878
QN31,Hunters Point-Sunnyside-West Maspeth,1400182100,72013078
QN33,Cambria Heights,18915800,6902740
QN34,Queens Village,221779900,25233954
QN35,Briarwood-Jamaica Hills,305151400,33279697
QN37,Kew Gardens Hills,662392600,59136694
QN38,Pomonok-Flushing Heights-Hillcrest,421642300,40827734
QN41,Fresh Meadows-Utopia,246179000,29553774
QN42,Oakland Gardens,597114200,42146104
QN43,Bellerose,408100900,39008651
QN44,Glen Oaks-Floral Park-New Hyde Park,574233100,52513374
QN45,Douglas Manor-Douglaston-Little Neck,710244500,55483993
QN46,Bayside-Bayside Hills,966893700,54347681
QN47,Ft. Totten-Bay Terrace-Clearview,700574400,60768803
QN48,Auburndale,322943900,26340034
QN49,Whitestone,940900700,56429828
QN50,Elmhurst-Maspeth,251536600,34817589
QN51,Murray Hill,613072900,44990702
QN52,East Flushing,264901100,28284042
QN53,Woodhaven,543806200,45209147
QN54,Richmond Hill,411582500,34950061
QN55,South Ozone Park,308411000,32381874
QN56,Ozone Park,269678500,29452634
QN57,Lindenwood-Howard Beach,853067700,67296844
QN60,Kew Gardens,500861600,42473848
QN61,Jamaica,110774800,17931858
QN62,Queensboro Hill,138958700,20227056
QN63,Woodside,592267400,45760278
QN66,Laurelton,16702700,6748355
QN68,Queensbridge-Ravenswood-Long Island City,152743100,20581415
QN70,Astoria,1763767500,79375483
QN71,Old Astoria,466300000,45210313
QN72,Steinway,1247580600,58244131
QN76,Baisley Park,25979700,12422046
QN99,park-cemetery-etc-Queens,8227900,4182060
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,1008142200,65356934
SI05,New Springville-Bloomfield-Travis,1003476200,68614914
SI07,Westerleigh,795551200,45185871
SI08,Grymes Hill-Clifton-Fox Hills,277797400,32674703
SI11,Charleston-Richmond Valley-Tottenville,754248900,72965005
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,321779100,32721493
SI14,Grasmere-Arrochar-Ft. Wadsworth,405841400,34884235
SI22,West New Brighton-New Brighton-St. George,377896500,33318779
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,996418300,63037119
SI25,Oakwood-Oakwood Beach,722960400,52720163
SI28,Port Richmond,320578300,30466969
SI32,Rossville-Woodrow,698254400,53194627
SI35,New Brighton-Silver Lake,516076500,43687109
SI36,Old Town-Dongan Hills-South Beach,621226400,46010886
SI37,Stapleton-Rosebank,403130900,35891424
SI45,New Dorp-Midland Beach,645137500,47475779
SI48,Arden Heights,822381800,52343213
SI54,Great Kills,1520078900,75373531
